@relation localiz

@attribute a1 {A01,A02,A03,A04,A05,B01,B02,B03,B04,B05,C01,C02,C03,C04,C05,D01,D02,D03,D04,D05,E01,E02,E03,E04,E05}
@attribute a2 {010-000-024-033,020-000-033-111,020-000-032-221,010-000-030-096}
@attribute a3 numeric
@attribute a4 numeric
@attribute a5 numeric
@attribute a6 numeric
@attribute binaryClass {P,N}

@data
E04,010-000-030-096,6.3379E17,3.580604,1.293548,0.285984,P
D05,020-000-032-221,6.3379E17,2.570542,1.513376,0.837264,N
C01,020-000-032-221,6.3379E17,4.274014,1.651785,0.155666,P
A05,020-000-032-221,6.3379E17,2.430753,2.132534,0.941269,N
D04,020-000-032-221,6.3379E17,3.780975,1.126042,0.104981,P
B01,020-000-033-111,6.3379E17,1.908836,0.870928,-0.074478,P
E01,020-000-032-221,6.3379E17,2.684247,1.910321,0.973855,N
C01,010-000-030-096,6.3379E17,2.611693,2.625266,0.432591,P
B01,020-000-032-221,6.3379E17,3.45315,0.966951,0.282121,P
B03,010-000-024-033,6.3379E17,1.480676,1.17232,1.15372,N
E02,010-000-024-033,6.3379E17,2.568908,1.379755,0.377265,N
D05,010-000-024-033,6.3379E17,2.400886,1.594058,0.036892,P
D04,020-000-032-221,6.3379E17,5.253969,1.953883,1.120405,N
E03,010-000-030-096,6.3379E17,3.790054,2.107104,0.093594,N
D04,020-000-033-111,6.3379E17,4.221861,1.404687,0.120066,P
E01,020-000-033-111,6.3379E17,1.069034,2.265625,0.259034,P
E03,010-000-030-096,6.3379E17,2.194111,1.997922,0.170564,N
E04,010-000-030-096,6.3379E17,3.387033,1.39157,0.457535,P
C02,020-000-033-111,6.3379E17,2.533874,1.481636,1.469707,N
A04,010-000-024-033,6.3379E17,3.48974,1.605006,0.596651,P
E01,010-000-024-033,6.3379E17,4.038644,1.382962,0.624054,P
D05,020-000-033-111,6.3379E17,1.916853,1.466211,1.477235,N
A05,020-000-033-111,6.3379E17,1.292327,2.493887,0.388451,P
A03,020-000-033-111,6.3379E17,2.526145,0.625902,0.274609,P
D04,010-000-030-096,6.3379E17,2.761894,1.410228,0.438517,P
E01,010-000-030-096,6.3379E17,2.475101,2.405326,0.49116,P
E05,020-000-033-111,6.3379E17,4.263889,1.021899,0.558332,P
D02,010-000-030-096,6.3379E17,3.453065,1.402906,0.41706,P
D04,010-000-024-033,6.3379E17,2.970614,1.765411,0.440836,P
A05,010-000-030-096,6.3379E17,3.503314,1.782979,0.258654,N
B01,010-000-024-033,6.3379E17,3.263926,1.070285,0.481293,P
E02,020-000-032-221,6.3379E17,1.770989,1.690387,0.879563,N
B03,010-000-024-033,6.3379E17,2.610772,2.255241,0.360362,P
D01,020-000-033-111,6.3379E17,2.423043,1.250597,1.513533,N
B04,020-000-032-221,6.3379E17,4.232814,0.932057,-0.231572,P
B05,010-000-030-096,6.3379E17,1.567066,1.760402,0.354013,N
A04,020-000-032-221,6.3379E17,2.510523,1.856027,0.729068,N
E01,010-000-024-033,6.3379E17,4.046333,0.796156,-0.090479,P
E01,020-000-032-221,6.3379E17,4.418708,1.104005,0.376425,P
D03,020-000-032-221,6.3379E17,1.036541,1.399628,1.193562,N
E01,010-000-024-033,6.3379E17,3.837974,1.000923,0.165618,P
E02,010-000-024-033,6.3379E17,2.50694,2.725293,0.360424,P
C02,010-000-024-033,6.3379E17,2.73226,2.499408,0.680792,P
E03,020-000-032-221,6.3379E17,3.306543,2.157882,0.99083,N
E04,010-000-024-033,6.3379E17,3.541001,1.411858,0.531612,P
D05,020-000-033-111,6.3379E17,1.186777,2.150759,0.334973,P
B05,010-000-030-096,6.3379E17,2.79088,2.189672,0.531836,P
E03,010-000-024-033,6.3379E17,4.333991,1.84102,0.386678,N
B03,010-000-024-033,6.3379E17,2.98733,1.509717,0.395357,P
A05,010-000-024-033,6.3379E17,2.529011,2.076571,0.128839,N
E03,020-000-032-221,6.3379E17,3.306032,1.806803,0.748204,N
D01,010-000-030-096,6.3379E17,3.13274,1.586175,0.309805,P
C02,010-000-024-033,6.3379E17,3.403215,1.568694,0.281505,P
B04,010-000-030-096,6.3379E17,3.017939,0.895624,0.730801,P
A03,010-000-030-096,6.3379E17,3.404572,1.243177,0.048866,P
A03,020-000-033-111,6.3379E17,2.708227,1.539112,1.128459,N
D01,020-000-033-111,6.3379E17,1.030268,2.233362,0.48166,P
E04,020-000-032-221,6.3379E17,1.576578,2.025004,0.178788,P
D03,020-000-032-221,6.3379E17,3.863833,1.545594,0.310857,P
E04,020-000-032-221,6.3379E17,3.295588,1.970037,0.755361,N
C03,020-000-032-221,6.3379E17,1.898778,2.569087,0.37728,P
C03,020-000-033-111,6.3379E17,2.836694,2.433301,1.409585,N
A04,010-000-030-096,6.3379E17,1.468652,2.538786,0.866857,P
C01,010-000-030-096,6.3379E17,3.56187,1.682678,0.319595,P
C01,020-000-033-111,6.3379E17,2.653411,1.885073,1.306366,N
A04,010-000-024-033,6.3379E17,3.457115,1.536626,0.538726,P
D03,010-000-024-033,6.3379E17,2.766152,1.403663,0.161739,P
D05,020-000-033-111,6.3379E17,4.83683,1.743652,0.805229,P
D04,010-000-030-096,6.3379E17,3.256425,2.130391,0.235206,N
E02,010-000-030-096,6.3379E17,3.476534,1.400145,0.376585,P
D04,010-000-030-096,6.3379E17,2.350972,1.496959,0.288265,N
A04,020-000-032-221,6.3379E17,1.058554,1.8499,-0.254632,P
E04,010-000-024-033,6.3379E17,3.367572,1.334031,0.606254,N
D03,020-000-032-221,6.3379E17,1.58117,1.872131,-0.000324,P
C05,010-000-030-096,6.3379E17,2.982575,1.852345,-0.043614,P
A05,010-000-030-096,6.3379E17,3.261457,1.243122,0.532425,P
E03,010-000-024-033,6.3379E17,2.34039,1.65364,0.110256,N
D01,020-000-032-221,6.3379E17,1.580242,1.37548,-0.040337,P
C01,020-000-033-111,6.3379E17,3.232541,2.426534,1.133899,N
D05,010-000-030-096,6.3379E17,3.381834,1.427004,0.185411,P
B05,010-000-030-096,6.3379E17,2.807455,0.706551,-0.062794,N
B01,020-000-033-111,6.3379E17,3.175801,1.9259,1.167862,N
E03,020-000-032-221,6.3379E17,4.133873,1.892344,1.335165,N
E02,010-000-024-033,6.3379E17,3.357362,1.418793,0.534621,P
A02,020-000-032-221,6.3379E17,4.394961,1.415274,0.589066,P
B02,020-000-032-221,6.3379E17,1.599324,2.17429,0.359933,P
E01,020-000-033-111,6.3379E17,5.181471,1.643182,0.258484,P
B03,020-000-032-221,6.3379E17,1.690954,2.371391,0.384508,P
C01,020-000-033-111,6.3379E17,2.782187,1.597511,-0.071456,P
B02,010-000-024-033,6.3379E17,1.5505,2.086828,0.047008,P
E02,020-000-033-111,6.3379E17,0.848767,1.124065,0.329639,P
B05,010-000-030-096,6.3379E17,3.347011,0.919697,0.134841,P
A01,020-000-033-111,6.3379E17,4.202302,1.805514,1.191213,N
D02,010-000-030-096,6.3379E17,3.623249,1.928044,0.39151,N
E01,020-000-033-111,6.3379E17,1.092546,2.234669,0.185005,P
D05,010-000-030-096,6.3379E17,1.765129,1.611799,0.294697,N
D02,020-000-032-221,6.3379E17,2.918418,1.959302,0.943699,N
C02,010-000-030-096,6.3379E17,3.427018,1.84291,0.213971,N
D02,010-000-030-096,6.3379E17,3.015079,1.906046,0.063815,N
D03,010-000-030-096,6.3379E17,1.762088,1.652377,0.315459,N
E05,010-000-024-033,6.3379E17,2.914414,2.404577,0.244122,P
A03,010-000-024-033,6.3379E17,3.398688,1.293895,0.363297,P
E01,020-000-033-111,6.3379E17,4.939607,1.248238,0.432473,P
E03,020-000-032-221,6.3379E17,1.561778,2.090582,0.130411,P
D01,010-000-030-096,6.3379E17,2.718124,2.153134,0.441094,P
B01,020-000-033-111,6.3379E17,3.093538,2.075046,1.110914,N
C03,020-000-032-221,6.3379E17,1.613043,2.413779,0.438761,P
A03,010-000-030-096,6.3379E17,2.736817,2.397891,0.648623,P
A01,020-000-032-221,6.3379E17,4.392225,1.351767,0.307882,P
B02,020-000-032-221,6.3379E17,1.612344,2.736187,0.434537,P
B02,020-000-033-111,6.3379E17,2.167316,0.601936,-0.154367,P
C05,020-000-032-221,6.3379E17,4.169323,1.188739,0.135113,P
B05,020-000-033-111,6.3379E17,1.37509,2.568838,0.390937,P
E03,010-000-030-096,6.3379E17,3.289904,1.650866,0.155526,P
E03,020-000-033-111,6.3379E17,3.146668,1.430352,1.296049,N
E05,020-000-032-221,6.3379E17,4.324182,1.140721,0.336539,P
E03,010-000-030-096,6.3379E17,2.217173,1.143006,0.352013,N
B05,010-000-030-096,6.3379E17,1.642803,1.465811,-0.002943,N
A03,020-000-033-111,6.3379E17,4.63536,0.870988,0.69098,P
E02,010-000-030-096,6.3379E17,3.660821,1.329093,0.207855,P
E03,020-000-032-221,6.3379E17,1.493555,2.049613,0.319106,P
E01,010-000-024-033,6.3379E17,3.725294,1.277966,0.532921,N
E04,010-000-030-096,6.3379E17,4.091373,2.628422,0.060569,P
B05,020-000-032-221,6.3379E17,3.376554,1.983596,0.767245,N
D02,010-000-024-033,6.3379E17,2.534083,2.624871,0.365194,P
B02,010-000-030-096,6.3379E17,1.37756,1.70606,-0.214789,P
A01,020-000-032-221,6.3379E17,1.119242,2.678166,0.304813,P
E02,010-000-030-096,6.3379E17,3.599597,1.271574,0.377783,P
E01,020-000-033-111,6.3379E17,3.63876,1.564659,1.202787,N
D01,010-000-030-096,6.3379E17,2.693681,2.187709,0.286853,P
B01,020-000-033-111,6.3379E17,2.730705,1.417201,1.217266,N
B01,010-000-024-033,6.3379E17,2.371573,2.678879,0.736741,P
B04,020-000-033-111,6.3379E17,3.779896,3.249858,-0.450693,P
C04,020-000-032-221,6.3379E17,1.71398,2.328602,0.208019,P
D04,020-000-032-221,6.3379E17,4.280094,1.670502,0.453555,P
D04,010-000-024-033,6.3379E17,1.544187,1.47368,0.011104,P
B02,010-000-024-033,6.3379E17,3.270415,1.40452,0.555081,P
D03,010-000-024-033,6.3379E17,2.840393,2.364115,0.511873,P
E03,020-000-032-221,6.3379E17,3.47505,2.141388,0.635903,P
E04,010-000-024-033,6.3379E17,2.093998,1.764024,0.224521,N
D03,020-000-033-111,6.3379E17,4.060083,1.024442,0.251041,P
B05,020-000-032-221,6.3379E17,4.231171,0.807585,0.393285,P
C02,010-000-030-096,6.3379E17,0.801276,1.532892,0.074733,P
C05,010-000-024-033,6.3379E17,2.905593,1.319086,0.348935,N
C02,020-000-033-111,6.3379E17,2.936681,1.839185,1.169634,N
A04,010-000-030-096,6.3379E17,1.864074,1.281785,0.508168,P
D02,010-000-024-033,6.3379E17,3.009081,1.717177,0.356477,N
E01,010-000-024-033,6.3379E17,3.611932,1.071462,0.283786,N
C02,020-000-032-221,6.3379E17,1.79111,0.933091,0.181453,P
E05,010-000-024-033,6.3379E17,1.564145,1.163497,-0.136994,N
D02,010-000-030-096,6.3379E17,2.443911,1.954486,0.124494,P
B03,020-000-033-111,6.3379E17,4.389623,1.249467,0.039241,P
A01,020-000-033-111,6.3379E17,1.258186,2.518306,-0.005602,P
E02,020-000-032-221,6.3379E17,3.570647,1.493366,0.937783,N
E03,020-000-032-221,6.3379E17,4.125246,1.50676,0.300478,P
E01,010-000-030-096,6.3379E17,2.510633,2.336626,0.479204,P
E02,010-000-024-033,6.3379E17,3.568543,1.361059,0.575819,P
B04,010-000-030-096,6.3379E17,2.067685,1.474509,0.086105,N
C03,010-000-024-033,6.3379E17,2.765335,1.719747,0.1063,N
E03,020-000-032-221,6.3379E17,3.2713,1.347048,0.90885,N
D04,020-000-032-221,6.3379E17,4.1484,1.572808,0.278055,P
D05,010-000-030-096,6.3379E17,3.455087,0.91065,0.230738,P
E01,010-000-024-033,6.3379E17,2.660342,1.761157,0.11291,N
B03,010-000-024-033,6.3379E17,3.498487,1.355251,0.513295,P
A01,020-000-033-111,6.3379E17,1.039954,0.803357,0.783895,P
A05,020-000-033-111,6.3379E17,1.129811,2.645253,0.340161,P
D01,010-000-030-096,6.3379E17,2.509685,2.289442,0.532039,P
E04,010-000-024-033,6.3379E17,2.908252,2.640649,0.498536,P
A01,020-000-033-111,6.3379E17,4.902261,1.230797,0.420417,P
B02,020-000-032-221,6.3379E17,3.453003,2.313776,1.142722,P
D01,020-000-033-111,6.3379E17,2.727607,1.625782,1.166116,N
E03,020-000-032-221,6.3379E17,4.012782,1.434644,0.336914,P
C03,020-000-032-221,6.3379E17,4.312127,1.849346,0.962527,N
E03,010-000-024-033,6.3379E17,3.534847,1.900664,0.129689,P
C01,010-000-030-096,6.3379E17,0.756877,1.655204,0.36165,N
C04,010-000-030-096,6.3379E17,2.425044,2.471444,0.463073,P
B04,010-000-030-096,6.3379E17,3.372936,1.5848,0.475871,P
D01,010-000-030-096,6.3379E17,2.838015,0.828071,0.05076,P
A05,020-000-033-111,6.3379E17,4.493545,1.247762,0.224007,P
C03,020-000-032-221,6.3379E17,3.813154,2.071151,0.887558,N
A04,010-000-030-096,6.3379E17,1.993454,1.101515,-0.135248,P
D01,010-000-030-096,6.3379E17,3.067528,1.741575,-0.114016,P
A05,020-000-033-111,6.3379E17,3.202074,1.596365,1.215361,N
D03,010-000-030-096,6.3379E17,3.197385,2.022897,0.023274,P
B01,020-000-033-111,6.3379E17,1.427111,2.564684,0.287255,P
A02,020-000-033-111,6.3379E17,1.059888,2.353942,0.116511,P
B02,010-000-024-033,6.3379E17,2.197726,1.355125,0.465164,N
C05,020-000-033-111,6.3379E17,3.306971,1.697864,1.153975,N
D04,010-000-030-096,6.3379E17,5.19755,1.957986,0.404788,N
D04,020-000-033-111,6.3379E17,4.402134,1.451703,0.550343,P
C03,010-000-030-096,6.3379E17,2.62666,2.134227,0.548377,P
C01,010-000-030-096,6.3379E17,2.995038,2.142457,-0.277475,N
E02,020-000-032-221,6.3379E17,2.983627,2.258984,0.934781,N
D01,010-000-024-033,6.3379E17,3.107938,2.04246,0.084828,N
A02,020-000-032-221,6.3379E17,1.720672,2.353177,0.422224,P
E05,010-000-030-096,6.3379E17,3.502157,1.697661,0.186422,P
D05,020-000-033-111,6.3379E17,4.964124,1.167562,-0.007812,P
C04,010-000-030-096,6.3379E17,2.165012,1.862976,0.12307,N
C05,010-000-024-033,6.3379E17,2.883489,2.454262,0.270721,P
A01,020-000-032-221,6.3379E17,3.456375,1.635862,0.822956,N
A02,010-000-024-033,6.3379E17,2.975778,1.360802,0.207985,N
A04,020-000-033-111,6.3379E17,4.658315,1.641135,0.402628,P
B05,020-000-032-221,6.3379E17,1.632784,2.265666,0.414345,P
E04,020-000-033-111,6.3379E17,2.509619,2.23934,-0.054473,P
A05,010-000-030-096,6.3379E17,1.290555,1.570824,0.003821,P
B01,010-000-024-033,6.3379E17,3.252318,2.368449,0.045598,N
D02,010-000-030-096,6.3379E17,2.933915,0.992431,0.012994,P
B03,020-000-032-221,6.3379E17,4.085466,1.04389,0.147,P
E03,020-000-032-221,6.3379E17,3.279903,1.905778,0.835828,N
D04,010-000-024-033,6.3379E17,2.705272,1.136648,0.210948,P
C05,010-000-024-033,6.3379E17,5.031027,3.164784,2.22621,N
D01,010-000-024-033,6.3379E17,2.892911,1.264941,0.1029,P
C04,010-000-024-033,6.3379E17,1.719897,1.755805,0.145353,N
E04,020-000-033-111,6.3379E17,4.609334,1.127935,0.023497,P
D05,010-000-030-096,6.3379E17,2.572945,2.405959,0.195043,P
D05,010-000-030-096,6.3379E17,2.917367,1.910404,-0.195752,N
C04,020-000-032-221,6.3379E17,4.006309,1.185467,0.465437,P
A03,010-000-030-096,6.3379E17,3.23612,1.446404,0.402396,P
D02,010-000-030-096,6.3379E17,2.390988,1.635569,0.214423,N
A05,020-000-032-221,6.3379E17,4.342581,1.755656,0.844413,N
A04,010-000-024-033,6.3379E17,2.392034,1.829857,0.308996,N
A04,010-000-024-033,6.3379E17,1.69944,1.53249,-0.03189,N
D04,010-000-024-033,6.3379E17,2.715213,1.332421,0.137381,P
D04,020-000-032-221,6.3379E17,4.11719,1.335202,0.325353,P
E02,010-000-030-096,6.3379E17,3.758128,1.158227,0.188528,P
A05,010-000-024-033,6.3379E17,2.358081,2.457653,0.200991,P
D05,010-000-030-096,6.3379E17,1.873679,1.772395,0.262486,N
C02,010-000-030-096,6.3379E17,3.470885,1.234976,0.317797,P
C02,010-000-030-096,6.3379E17,5.145324,1.987629,0.312444,N
B04,020-000-032-221,6.3379E17,3.139465,1.292581,0.13345,P
C04,010-000-024-033,6.3379E17,3.308777,1.055473,0.416342,P
A05,020-000-033-111,6.3379E17,4.524412,1.295412,0.564306,P
D05,020-000-033-111,6.3379E17,1.093387,1.348719,1.338266,N
E02,020-000-033-111,6.3379E17,1.192737,2.263271,0.326007,P
C05,010-000-030-096,6.3379E17,2.688368,2.394584,0.568943,P
E04,010-000-024-033,6.3379E17,3.408364,1.341022,0.467383,P
B05,010-000-024-033,6.3379E17,2.722517,2.388295,0.365007,P
B02,010-000-024-033,6.3379E17,3.405384,1.334628,0.519043,P
A04,010-000-030-096,6.3379E17,2.899207,1.900146,0.25771,N
A02,020-000-032-221,6.3379E17,4.371378,1.4104,0.573338,P
A02,020-000-033-111,6.3379E17,4.802896,1.310562,0.463529,P
B02,020-000-032-221,6.3379E17,4.064336,0.965471,0.340955,P
D03,010-000-030-096,6.3379E17,1.187174,1.287883,-0.076149,N
C01,010-000-024-033,6.3379E17,2.734643,2.168709,0.34563,P
A03,020-000-032-221,6.3379E17,2.330808,1.691128,0.600879,N
B04,010-000-030-096,6.3379E17,2.99874,0.807122,0.710531,P
A02,020-000-032-221,6.3379E17,1.677781,1.99226,0.015513,P
D03,020-000-032-221,6.3379E17,3.845998,1.427861,0.078383,P
B01,010-000-024-033,6.3379E17,3.803794,1.952983,0.393775,N
D01,010-000-030-096,6.3379E17,2.509685,2.289442,0.532039,P
E02,020-000-032-221,6.3379E17,4.489792,1.330149,0.121304,P
C04,020-000-032-221,6.3379E17,1.970564,1.537449,0.032021,P
B02,010-000-030-096,6.3379E17,2.526339,2.001063,0.318527,P
B02,010-000-024-033,6.3379E17,3.927021,1.371628,0.285016,P
A03,010-000-024-033,6.3379E17,3.41028,1.280281,0.388911,P
C01,020-000-032-221,6.3379E17,1.80144,1.89436,0.905358,N
B03,010-000-030-096,6.3379E17,2.625164,2.201963,0.418768,P
E01,010-000-024-033,6.3379E17,3.663841,1.243775,0.335657,P
D05,020-000-032-221,6.3379E17,2.439466,1.775973,0.962844,N
A01,010-000-024-033,6.3379E17,2.519966,2.558257,0.494585,P
C01,010-000-030-096,6.3379E17,3.173135,1.423195,0.417405,P
B01,010-000-024-033,6.3379E17,3.133864,1.81578,0.36929,P
C02,020-000-032-221,6.3379E17,3.271654,1.172827,1.074621,N
E01,010-000-024-033,6.3379E17,4.006834,1.542564,0.192843,P
E04,010-000-024-033,6.3379E17,2.51639,2.581181,0.555379,P
D01,010-000-030-096,6.3379E17,2.702467,2.162952,0.37383,P
D05,010-000-024-033,6.3379E17,2.062057,1.552996,0.2573,N
A05,020-000-032-221,6.3379E17,1.633576,2.341994,0.492557,P
C01,010-000-030-096,6.3379E17,3.569519,1.694492,0.22417,P
E01,010-000-024-033,6.3379E17,2.565541,2.381081,0.15505,P
C05,020-000-033-111,6.3379E17,0.878071,2.092164,0.40005,P
C03,020-000-032-221,6.3379E17,1.86242,2.534642,0.270921,P
D04,020-000-033-111,6.3379E17,4.179452,1.526368,0.043141,P
C03,020-000-032-221,6.3379E17,4.098618,1.200484,0.227616,P
B02,020-000-032-221,6.3379E17,3.374396,2.167273,0.897882,N
E02,010-000-024-033,6.3379E17,3.574502,1.030421,0.527811,P
A04,020-000-033-111,6.3379E17,4.361979,1.013604,0.307683,P
B05,010-000-030-096,6.3379E17,1.292727,1.328728,-0.175147,P
C05,010-000-030-096,6.3379E17,3.047421,1.419961,0.294829,P
E05,010-000-030-096,6.3379E17,2.647733,2.090709,0.355653,P
A01,010-000-030-096,6.3379E17,3.269346,1.324985,0.484904,P
E02,010-000-030-096,6.3379E17,2.137187,1.66405,0.094914,N
B01,020-000-032-221,6.3379E17,4.106164,0.79429,0.072473,P
A01,020-000-032-221,6.3379E17,1.332233,2.355884,0.293127,P
D01,010-000-030-096,6.3379E17,2.698229,1.924456,0.160957,P
C02,020-000-033-111,6.3379E17,4.756469,1.599173,0.405699,P
B05,010-000-024-033,6.3379E17,3.33169,1.440941,0.463779,P
C02,010-000-024-033,6.3379E17,3.580189,1.172375,0.160835,P
A04,020-000-032-221,6.3379E17,4.067253,1.139666,0.508717,P
C03,010-000-024-033,6.3379E17,2.855849,2.490726,0.15083,P
E01,020-000-032-221,6.3379E17,4.033236,1.220438,0.700933,N
E04,010-000-024-033,6.3379E17,4.151383,1.945084,0.411889,P
C01,020-000-032-221,6.3379E17,4.729971,2.088819,0.881762,N
A02,020-000-032-221,6.3379E17,2.666286,1.62632,0.776999,N
A04,020-000-033-111,6.3379E17,1.406763,2.559028,0.08429,P
C04,010-000-024-033,6.3379E17,3.067828,1.187318,0.074282,P
A04,020-000-032-221,6.3379E17,1.638528,1.860925,0.219105,P
A05,010-000-030-096,6.3379E17,2.460641,2.132382,0.207835,P
D02,020-000-032-221,6.3379E17,2.278969,1.534751,1.189281,N
E02,010-000-024-033,6.3379E17,3.223248,1.152516,0.4162,N
D02,010-000-024-033,6.3379E17,2.977142,1.309625,0.492527,P
C03,020-000-033-111,6.3379E17,3.136352,2.033858,1.153009,N
D05,010-000-024-033,6.3379E17,1.274876,1.469623,0.070115,P
C05,010-000-024-033,6.3379E17,1.223257,0.780282,0.041958,P
C01,010-000-030-096,6.3379E17,1.775792,1.546362,-0.068621,N
B03,020-000-033-111,6.3379E17,4.72336,1.499675,0.422359,P
E03,010-000-024-033,6.3379E17,2.800519,2.60294,0.376616,P
C03,010-000-030-096,6.3379E17,3.440167,1.156783,0.650836,P
E05,010-000-024-033,6.3379E17,3.014449,1.597916,0.394613,N
B02,010-000-030-096,6.3379E17,2.136574,1.751498,0.229175,N
C03,010-000-030-096,6.3379E17,2.498252,1.997928,0.33838,P
E01,020-000-032-221,6.3379E17,2.791405,1.782043,0.678464,N
A04,020-000-032-221,6.3379E17,1.512548,2.037527,0.45893,P
B01,010-000-024-033,6.3379E17,3.583656,1.615198,0.275134,P
D02,010-000-024-033,6.3379E17,2.574473,2.94909,0.644725,P
E01,010-000-024-033,6.3379E17,3.846914,0.987934,0.176333,P
E05,010-000-024-033,6.3379E17,3.228738,1.199447,0.559327,N
B01,010-000-024-033,6.3379E17,2.636773,2.264095,0.504547,P
B04,020-000-032-221,6.3379E17,4.274405,1.431601,0.250098,P
C01,020-000-032-221,6.3379E17,1.765235,2.341169,0.233902,P
E02,010-000-024-033,6.3379E17,3.289745,1.444955,0.117351,N
B05,020-000-032-221,6.3379E17,1.565055,2.452235,0.577218,P
B01,010-000-024-033,6.3379E17,3.570252,2.356951,0.169404,N
A02,010-000-024-033,6.3379E17,3.752043,1.315295,0.336593,P
C01,020-000-033-111,6.3379E17,4.749713,1.49796,0.500398,P
E01,010-000-030-096,6.3379E17,2.674818,1.845878,0.271714,N
D04,010-000-024-033,6.3379E17,2.913998,1.791378,0.579255,P
B03,010-000-024-033,6.3379E17,1.507613,1.907449,-0.184539,P
D05,020-000-032-221,6.3379E17,2.84854,1.450884,0.759731,N
E01,020-000-032-221,6.3379E17,4.840919,1.058677,0.232963,P
D05,020-000-033-111,6.3379E17,3.806966,1.58954,0.515157,P
B04,010-000-030-096,6.3379E17,1.849874,1.541794,0.292835,N
D03,010-000-024-033,6.3379E17,4.13715,1.941375,0.903501,N
D03,010-000-030-096,6.3379E17,2.825174,2.225663,0.718157,P
A05,020-000-032-221,6.3379E17,1.666052,2.374911,0.619353,P
D05,020-000-033-111,6.3379E17,1.103933,2.310944,0.475087,P
A03,020-000-033-111,6.3379E17,1.028025,2.329624,0.42841,P
E03,010-000-024-033,6.3379E17,3.726284,2.204551,0.153753,N
B01,010-000-030-096,6.3379E17,1.661814,1.322387,-0.204501,N
E05,010-000-030-096,6.3379E17,2.554011,0.700643,0.548427,N
D05,010-000-030-096,6.3379E17,2.338891,1.315368,-0.040389,N
A01,010-000-024-033,6.3379E17,2.395503,2.251621,0.349764,P
D05,010-000-030-096,6.3379E17,1.157694,0.604726,-0.00288,P
A02,010-000-024-033,6.3379E17,3.646619,1.009523,0.432434,P
D02,020-000-032-221,6.3379E17,4.278351,1.553615,0.007572,P
C05,010-000-030-096,6.3379E17,3.218335,1.318667,0.423485,N
E05,010-000-024-033,6.3379E17,2.999167,1.451999,-0.083447,N
B04,020-000-032-221,6.3379E17,5.203752,0.217907,2.229314,P
B05,020-000-032-221,6.3379E17,2.755017,2.206253,0.791456,N
A04,020-000-033-111,6.3379E17,0.081054,3.353653,2.556646,N
B02,010-000-030-096,6.3379E17,2.057836,2.155434,0.290075,N
D04,010-000-030-096,6.3379E17,2.297029,1.04051,-0.021313,P
E05,010-000-030-096,6.3379E17,2.781575,2.029469,0.30169,P
D01,020-000-033-111,6.3379E17,1.47513,0.748813,0.031543,P
D02,010-000-024-033,6.3379E17,3.009379,1.399334,-0.090466,P
D03,010-000-024-033,6.3379E17,3.042266,1.796204,0.045554,P
C01,010-000-024-033,6.3379E17,4.076447,1.924085,0.096923,N
B01,010-000-024-033,6.3379E17,2.011479,1.81483,-0.239418,N
D03,010-000-030-096,6.3379E17,2.706931,2.067377,0.316967,P
A03,020-000-032-221,6.3379E17,2.026993,1.279314,-0.283969,P
B02,020-000-032-221,6.3379E17,2.235538,1.443344,0.895605,N
B04,020-000-033-111,6.3379E17,1.221461,2.444776,0.34822,P
C03,020-000-032-221,6.3379E17,4.229162,1.587813,0.411921,P
D01,020-000-033-111,6.3379E17,2.837492,1.530302,1.355861,N
B01,010-000-024-033,6.3379E17,3.599589,1.600218,0.209961,P
C04,020-000-032-221,6.3379E17,1.662496,2.249992,0.346347,P
B04,010-000-024-033,6.3379E17,3.602661,1.331443,0.351686,P
C01,010-000-024-033,6.3379E17,2.547262,1.921172,-0.023064,N
D03,010-000-024-033,6.3379E17,2.904684,2.44513,0.487334,P
B01,020-000-033-111,6.3379E17,3.670762,1.797134,1.03874,N
A02,020-000-033-111,6.3379E17,2.827535,1.302469,1.32861,N
C05,010-000-030-096,6.3379E17,2.770753,2.293793,0.426852,P
C03,010-000-024-033,6.3379E17,3.429228,1.126718,0.242137,P
B01,020-000-033-111,6.3379E17,1.742909,0.948749,-0.242578,P
